,Country_Name,Region,Indicator_Name,Year,High income: OECD,High income: nonOECD,Low income,Lower middle income,Upper middle income
76,Argentina,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,14.38156986
77,Argentina,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,14.37195015
78,Argentina,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
79,Argentina,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
80,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
81,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
82,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
83,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
84,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
85,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
86,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
87,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
88,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
89,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
90,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
91,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
92,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
93,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
94,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
95,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,,,,11.13821983,
96,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,,,,11.33942032,
97,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
98,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,11.36633968,
99,Armenia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
100,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
101,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
102,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1999,,11.59090042,,,
103,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2000,,13.06354046,,,
104,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2001,,12.19361019,,,
105,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2002,,13.78536987,,,
106,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
107,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2004,,11.41431999,,,
108,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2005,,12.2112999,,,
109,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
110,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
111,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
112,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
113,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
114,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
115,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2012,,17.96659088,,,
116,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,17.22562981,,,
117,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,16.46487999,,,
118,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
119,Aruba,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
120,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
121,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
122,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
123,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2000,16.75688934,,,,
124,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
125,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
126,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
127,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
128,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2005,17.92886925,,,,
129,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2006,17.71266937,,,,
130,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2007,17.28701973,,,,
131,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2008,17.6407299,,,,
132,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2009,19.94659996,,,,
133,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2010,22.41168976,,,,
134,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2011,20.06611061,,,,
135,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2012,18.23912048,,,,
136,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2013,18.79343033,,,,
137,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2014,18.39298058,,,,
138,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
139,Australia,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
140,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
141,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,24.58052063,,,,
142,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,24.40616989,,,,
143,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,22.51918983,,,,
144,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,22.48955917,,,,
145,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,22.90686035,,,,
146,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,22.69071007,,,,
147,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,22.09407043,,,,
148,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,22.7075901,,,,
149,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,22.70006943,,,,
150,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,22.29696083,,,,
151,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,23.30295944,,,,
152,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,25.29206085,,,,
153,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,25.0089798,,,,
154,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,24.70145035,,,,
155,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,21.9944706,,,,
156,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,23.53577995,,,,
157,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,23.36363983,,,,
158,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
159,Austria,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
160,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
161,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
162,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
163,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
164,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
165,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
166,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
167,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
168,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
169,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
170,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
171,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
172,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
173,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
174,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
175,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
176,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,10.75164986,,,
177,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,10.52042961,,,
178,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,11.20744991,,,
179,Bahrain,Middle East & North Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
180,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
181,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
182,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
183,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
184,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
185,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
186,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
187,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
188,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
189,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2006,,,7.7948699,,
190,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2007,,,8.893779755,,
191,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2008,,,8.3916502,,
192,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2009,,,7.658130169,,
193,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
194,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2011,,,8.269040108,,
195,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
196,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
197,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
198,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
199,Bangladesh,South Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,7.094749928,,
200,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
201,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
202,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1999,,10.49765015,,,
203,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2000,,14.03969002,,,
204,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2001,,19.34358978,,,
205,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2002,,17.71286964,,,
206,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2003,,19.31748009,,,
207,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2004,,19.68684959,,,
208,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2005,,19.02563095,,,
209,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
210,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
211,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2008,,22.54457092,,,
212,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
213,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
214,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
215,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
216,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
217,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
218,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
219,Barbados,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
220,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
221,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
222,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
223,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
224,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,17.75477982,,,,
225,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,17.92588043,,,,
226,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,19.24080086,,,,
227,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,19.24264908,,,,
228,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,19.31587982,,,,
229,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,19.82601929,,,,
230,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,19.94462013,,,,
231,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,21.84367943,,,,
232,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,21.53989983,,,,
233,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,22.43770027,,,,
234,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,22.34223938,,,,
235,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
236,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,22.72142029,,,,
237,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,22.22382927,,,,
238,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
239,Belgium,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
240,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
241,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
242,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,16.87652016
243,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,15.67706013
244,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
245,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
246,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
247,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,12.41366005
248,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,13.69435024
249,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,14.09801006
250,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
251,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,15.4488802
252,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,16.05031967
253,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,18.15942955
254,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
255,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,14.96547985
256,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,15.94466972
257,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,0
258,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
259,Belize,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
260,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
261,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
262,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
263,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,11.0605402,,
264,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,12.17354965,,
265,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,10.24732018,,
266,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,10.19981956,,
267,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,10.78236008,,
268,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,10.36079025,,
269,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,11.59669018,,
270,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
271,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,11.89997005,,
272,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,12.78697968,,
273,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,14.13096046,,
274,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
275,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,11.12407017,,
276,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,10.8636198,,
277,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,9.899709702,,
278,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,9.419010162,,
279,Benin,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
280,Bermuda,North America,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
281,Bermuda,North America,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
282,Bermuda,North America,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
