Euro area,EMU,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent,SE.PRM.DROP.FE.ZS,9.998809814,10.07837963,9.503080368,8.839460373,8.194029808,7.760260105,8.144359589,7.891489983,8.408180237,8.398550034,7.879829884,7.754769802,7.628719807,7.685319901,6.894430161,6.84924984,6.919229984,7.052340031,6.664770126,6.322639942,6.000239849,5.656229973,5.387269974,5.153120041,5.705009937,5.755599976,5.019760132,3.862930059,3.364969969,2.93633008,2.708240032,2.667589903,2.528939962,2.179310083,2.045860052,2.210710049,2.302900076,2.937560081,2.601799965,3.100320101,2.839900017,2.897409916,3.015850067,3.185389996,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent,SE.PRM.DROP.MA.ZS,11.58985043,11.65902042,11.18327045,10.52272034,10.0397501,9.565919876,9.990839958,9.801239967,10.33876991,10.3533802,9.897540092,9.727609634,9.750670433,9.627750397,8.724969864,8.694600105,8.800780296,8.85517025,8.480050087,8.128339767,7.853549957,7.482709885,7.258540154,7.026040077,7.442220211,7.660789967,7.021070004,5.656159878,5.075660229,4.664130211,4.572559834,4.426469803,4.287660122,3.78828001,3.613120079,3.973629951,4.148049831,4.721779823,4.496729851,4.86424017,4.155930042,4.393529892,4.602399826,4.905690193,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent,SE.PRM.DROP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,7.88424015,7.241429806,6.612959862,7.043379784,6.982049942,6.150090218,5.065859795,4.06814003,3.741930008,3.44385004,3.408529997,3.253710032,3.222039938,2.983629942,2.788589954,2.921370029,3.535860062,3.607919931,2.587359905,3.377190113,4.11882019,4.271490097,4.165440083,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent,SE.PRM.DROP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,8.886839867,8.304869652,7.732190132,8.163240433,8.343449593,7.492579937,6.297810078,5.211160183,4.737689972,4.310410023,4.245870113,4.359779835,4.142769814,3.971120119,4.050499916,4.239500046,4.976399899,5.089449883,3.945839882,4.365210056,4.950459957,4.971759796,5.133399963,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECA,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent (excluding high income),UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECA,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent (excluding high income),SE.PRM.DROP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,8.335339546,7.552209854,6.722760201,7.351779938,7.484970093,6.665649891,5.559169769,4.23127985,3.794480085,3.460599899,3.305850029,3.125530005,3.350300074,2.886679888,2.393460035,2.477230072,3.317689896,3.641089916,1.405500054,3.052829981,4.560619831,4.774260044,4.439149857,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECA,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent (excluding high income),SE.PRM.DROP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,8.868749619,8.169400215,7.438970089,8.178589821,8.6605196,7.774069786,6.58494997,5.184850216,4.441080093,3.778700113,3.64993,3.968369961,3.87157011,3.613250017,3.457550049,3.625060081,4.675640106,5.145130157,2.746279955,3.986340046,4.97066021,4.901539803,5.012909889,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,10.67846966,10.71366978,10.45872021,,,,,,,9.408670425,9.059849739,9.688420296,10.30976963,10.30301952,9.776450157,9.140060425,8.727529526,8.583909988,7.938010216,7.19367981,7.370739937,7.35751009,6.952189922,6.65734005,6.916039944,6.70156002,5.672420025,4.086510181,3.592789888,3.335829973,3.143620014,3.196429968,3.074480057,2.792079926,2.789540052,2.922120094,3.107079983,3.518039942,3.33604002,3.36522007,3.379460096,3.378129959,3.426879883,3.56566,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,12.12868023,12.16257954,11.97317028,,,,,,,11.03522968,10.70516968,11.25819016,12.00209999,11.87127972,11.26298046,10.64476967,10.2605896,10.04736042,9.435110092,8.701740265,8.913379669,8.869239807,8.507949829,8.219309807,8.351349831,8.232609749,7.293169975,5.544660091,4.976640224,4.772160053,4.617650032,4.595160007,4.470180035,4.157820225,4.104390144,4.401500225,4.630539894,5.046639919,4.838160038,4.724289894,4.438489914,4.609590054,4.745120049,4.952809811,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,,65.71025085,65.05590057,64.70462799,64.60176086,65.03485107,64.95848846,64.00720978,61.94490051,62.71953964,62.79785156,62.13507843,60.96139908,60.19202042,59.13650894,58.74813843,57.27489853,57.83227158,58.74679947,59.21829987,57.84545898,56.91904068,57.59141159,56.15190887,57.36968994,57.40863037,57.38056946,54.34262848,50.55778122,46.68188858,43.03680038,40.25587082,42.24068832,43.74785995,42.15621185,41.95655823,41.75428009,43.05207062,45.25930023,47.36362076,47.93827057,45.7580986,47.25717163,46.8142395,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,,57.1852684,56.29156876,56.04027939,55.89107132,56.44580078,56.39389038,55.3849411,53.8948288,55.1389389,55.30078125,54.78141022,53.38209152,52.93489838,52.127491,52.17261887,51.11735916,52.10768127,52.58198166,52.76102829,51.62778091,50.67181015,52.26633835,52.16910172,53.61560822,53.66738892,53.83668137,50.60638046,46.7361908,42.84238052,39.61483002,35.84215164,37.70774841,40.8518486,39.73802185,40.94269943,39.39670944,41.59095001,44.60980988,46.59416962,46.3712883,45.13187027,47.7226181,47.50065994,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,8.270870209,8.384129524,8.396450043,8.212050438,8.173930168,7.641489983,7.28399992,6.514629841,6.44148016,6.346149921,6.211279869,5.974170208,5.912270069,5.858449936,5.401929855,5.423309803,5.622200012,5.901619911,5.723460197,5.615839958,5.503250122,5.516180038,5.328690052,5.310750008,5.77147007,5.587609768,5.791130066,5.906239986,5.151000023,5.242770195,5.026780128,5.094979763,5.002950191,4.908490181,4.923659801,4.865509987,5.119329929,5.372399807,5.526949883,5.445740223,5.351550102,5.186009884,4.990290165,5.12432003,4.797959805,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,9.334620476,9.503490448,9.44244957,9.224430084,9.195440292,8.623200417,8.377960205,7.741960049,7.57517004,7.461780071,7.664700031,7.110509872,7.333590031,7.03012991,6.640910149,6.50206995,7.080629826,7.09581995,6.80644989,6.617249966,6.481589794,6.484230042,6.333399773,6.132790089,6.526110172,6.466529846,6.720590115,6.665830135,6.021420002,5.984819889,5.807169914,5.776440144,5.743470192,5.663119793,5.575510025,5.736420155,5.828229904,6.218349934,5.941020012,5.920129776,5.671870232,5.752540112,5.519519806,5.437990189,5.085869789,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent,SE.PRM.DROP.FE.ZS,55.29391098,57.28905106,58.41799927,57.17134857,55.69696045,54.80334091,53.2092514,52.42889023,52.34228134,54.17715836,50.9383812,49.91445923,48.71915054,47.44218826,45.74710846,43.73638153,41.19121933,39.85681915,38.12907028,36.71704865,35.29766083,33.56409073,30.88390923,30.82806015,31.05781937,30.45755959,28.52638054,26.74574089,22.31983948,20.81835938,20.68593025,17.81019974,18.55781937,17.83250046,17.46594048,16.8449707,15.6009798,16.4184494,14.7502203,14.62926006,14.64735985,14.89628983,15.81766033,14.56857967,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent,SE.PRM.DROP.MA.ZS,58.24008179,59.95682144,60.90922165,59.74428177,58.5065918,57.52896881,56.0030899,55.03475189,55.04328156,56.60832977,53.74023819,52.76142883,51.51052856,50.37879944,48.71659851,46.90016174,43.74539185,43.42321014,41.83898163,40.76013947,39.66732025,37.75286865,35.71731949,35.65732956,35.80384064,35.05113983,32.98355103,31.55407906,28.09052086,25.27961922,25.31340981,22.20648956,22.82708931,22.20195007,21.6833992,21.30147934,20.24135017,20.5152607,18.65793037,18.22245979,17.92079926,18.44853973,19.16283035,17.38533974,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LAC,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent (excluding high income),UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LAC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent (excluding high income),SE.PRM.DROP.FE.ZS,56.37292099,58.30252838,59.7179184,58.46379852,56.88233185,56.16143036,54.59123993,53.68574142,53.46633911,55.38072968,52.01845932,50.89262009,49.63819885,48.27997971,46.65045929,44.58338928,41.95724869,40.55686188,38.80662155,37.29216003,35.8931694,34.08784103,31.33398056,31.26898956,31.52356911,30.89192009,28.86055946,27.02378082,22.51452065,20.97563934,20.86582947,17.95607948,18.73995972,18.02251053,17.67604065,17.06008911,15.81507015,16.7053299,15.02425957,14.91629028,14.98538971,15.28991985,16.26545906,14.98954964,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LAC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent (excluding high income),SE.PRM.DROP.MA.ZS,59.35506821,60.95685959,62.17446899,60.97436142,59.62015915,58.76670837,57.30501938,56.17214966,56.06288147,57.69910812,54.71738815,53.66149139,52.34743881,51.14754105,49.54317093,47.69300079,44.43706894,44.08663177,42.48775101,41.33078003,40.25910187,38.28524017,36.19998169,36.14191818,36.31362152,35.54972076,33.38180161,31.91423035,28.38035011,25.50019073,25.57309914,22.41706085,23.06953049,22.46820068,21.95524025,21.60593987,20.5597496,20.89746094,19.01914978,18.59267998,18.3360405,18.89488029,19.66473007,17.85404015,,,,,,,,,,,,,,,,,,,,,
Least developed countries,LDC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries,LDC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,,,68.86074066,66.22953796,67.27957153,67.64179993,67.51796722,68.94107819,67.75102234,67.86073303,68.44566345,68.27783203,66.82849884,65.92170715,64.50885773,63.72871017,62.10261154,61.68861008,61.37554169,61.12516022,59.77563095,58.77146149,58.93740082,57.6319809,57.77352905,56.93938828,56.80683899,54.32215118,51.21524811,47.7039299,45.22714996,42.85567856,43.09725189,44.11011124,42.61925888,42.20526886,41.98027039,42.77096176,44.41701126,45.24282837,45.55152893,44.42686081,45.64315033,45.54322052,,,,,,,,,,,,,,,,,,,,,
Least developed countries,LDC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,,,60.94752884,58.90298843,60.17316055,60.77029037,60.58718109,62.71852875,61.90346909,62.24798965,62.25440979,62.03126144,61.28136063,59.96385956,58.62799072,57.86125946,56.64136887,56.21979904,55.60554886,55.04111099,53.77962112,52.81375885,53.2721405,52.87751007,53.27933121,52.73308945,52.77727127,50.32131958,47.65217972,44.11431885,41.74552917,38.97402954,38.81172943,40.72851181,40.47898865,41.24811172,40.08501816,41.70550919,44.07191086,46.14693069,45.96128845,45.53300858,47.53327942,47.73611832,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,37.20182037,37.91489029,38.36798859,37.93722916,38.20940018,38.12701035,38.04919815,37.36545944,37.73300934,37.84175873,37.65832901,37.66777039,37.59740067,37.18962097,36.45846176,35.73326874,34.32492828,34.14596939,33.98128128,33.42065811,33.76966095,32.8208313,32.48313141,31.45293045,31.6478405,32.70983124,32.31602859,30.48961067,28.21194077,27.0258503,26.42128944,23.84799957,25.64411926,27.00806999,27.67357063,28.15088081,28.07102013,27.86718941,26.2389698,26.30945969,26.7786808,26.86247063,28.38277054,28.84678078,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,36.13299942,36.4663887,36.68534851,36.13943863,36.3843689,36.14572144,35.82043076,35.32991028,35.44569016,35.55521011,35.43909836,35.25923157,35.29579163,34.99721146,34.25059891,33.62179184,32.19284058,32.26436996,32.02629852,31.54096985,32.03057098,31.12653923,31.02145004,30.33312988,30.6346302,31.92028999,31.60057068,29.90686035,28.05423927,26.88582993,26.94207001,25.28425026,26.56545067,27.99411964,28.8205204,29.89413071,29.68770981,29.47731018,27.86190033,28.34423065,28.7276001,29.09992027,30.68590927,31.02828979,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,,54.78213882,53.79021072,51.30929184,47.38671875,47.25738907,46.02756119,43.58047867,43.2565918,42.57685852,44.3984108,50.56703186,43.88793182,40.39115143,35.61278152,28.4869194,29.07943916,30.65992928,32.28153992,33.63978958,33.7800293,36.4586792,35.29885101,31.12483025,26.43371964,15.26360989,10.8305397,54.69232178,42.41540146,47.25902939,44.48440933,42.66802979,43.32450867,45.08166885,43.12376022,42.84386063,42.4210701,44.03551865,46.09791183,48.68141937,49.32444,47.91611099,49.61489105,49.07606888,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,,47.24618912,46.82767868,44.88467026,41.90145111,42.5535202,42.34218979,39.96469116,45.00492859,47.16014099,48.4686203,45.48749924,46.84922028,50.41479111,55.4930191,56.45534897,55.63275909,57.01139832,58.65731812,57.77397919,55.38758087,55.15029144,51.12767029,56.9553299,62.70537186,68.64785767,75.59454346,86.17333984,52.5185585,104.3048477,111.7817764,118.1795273,121.5488129,108.7995377,90.23271179,88.79206848,82.38812256,84.86129761,91.09221649,97.8765564,98.92807007,101.4441986,100.8759918,98.61962128,96.13223267,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,50.81948853,51.59468842,51.75065994,52.57846069,51.71173096,50.82682037,49.44881821,45.63140106,45.06581879,44.26874924,44.2648201,43.33509064,42.45833969,41.4767189,40.29838943,39.46654892,37.63278961,34.02894974,34.04228973,34.32949829,34.1516304,34.38613892,34.07091141,33.13914871,34.048069,33.06455994,32.73566818,32.18363953,31.24842072,30.42616081,30.92855072,28.06488991,28.43526077,28.23012924,27.86289978,26.8019104,27.86817932,27.18207932,23.93264008,22.92417908,23.06415939,21.52025986,22.19976044,20.62171936,16.3494091,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"Cumulative drop-out rate to the last grade of primary education, male (%)",Economic,SE.PRM.DROP.MA.ZS,49.12327957,49.49340057,49.78007126,50.47481155,49.55937958,48.91196823,47.48944855,44.65533829,44.1357193,43.48059082,43.42039108,42.40481949,42.60025024,41.37828064,40.50106049,39.59923172,37.81134033,33.20378113,32.72499084,32.88134003,32.86230087,33.14416885,32.91712952,32.24512863,33.1133194,32.59291077,32.37358856,32.12446976,31.64517021,31.20935059,32.7075386,31.7154007,31.52036095,30.66447067,29.97822952,29.10040092,29.80164909,28.86235046,25.26016045,24.91873932,25.19713974,23.65880013,23.88202095,21.76844025,20.93112946,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent,SE.PRM.DROP.FE.ZS,46.36548996,46.9426384,47.55411911,47.83256149,46.43463135,44.71680069,44.22563934,42.51097107,42.44913864,41.2994194,40.96543884,39.6242485,39.05804825,38.31174088,37.99370956,36.64311981,37.29732132,36.77888107,35.40740967,34.13339996,31.65562057,30.68918991,28.02182961,24.96228027,22.92502975,20.82876968,19.02177048,17.48354912,15.27299976,14.31820965,14.27474976,15.53771973,16.33448982,16.7573204,17.66341972,17.55995941,16.2347908,15.63469028,14.96263027,13.82983017,12.74295998,13.05531025,12.59243965,13.06898022,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent,SE.PRM.DROP.MA.ZS,39.28918839,39.71981049,40.11624908,40.30403137,38.17200089,35.5300293,35.45864868,32.76850128,30.11844063,31.49460983,31.88326073,30.93357086,30.8393898,30.31249046,30.26528931,29.11787987,29.71414948,29.76769066,29.15556908,27.55714989,25.63993073,25.03336906,22.84869003,20.54044914,18.78948021,17.04950905,15.84208965,14.90528965,14.22274017,13.82215023,13.83059025,14.89161015,15.84440041,15.41421032,16.90711975,16.76096916,15.56997013,14.87096977,14.28551006,13.23178959,11.49005985,12.11135006,11.60184956,12.00335979,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MNA,Capital expenditure as % of total expenditure in primary public institutions (%),Sub-continent (excluding high income),UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MNA,"Cumulative drop-out rate to the last grade of primary education, female (%)",Sub-continent (excluding high income),SE.PRM.DROP.FE.ZS,47.70301819,48.3399086,48.78091049,48.93539047,47.27606964,45.57434845,45.10720062,43.1960907,43.10224152,41.97546005,41.74060059,40.30363083,39.58879089,38.82514954,38.45507813,36.93257904,37.77938843,37.34812164,35.93756104,34.66056061,32.09397125,31.13242912,28.33609962,25.05567932,22.95134926,20.75330925,18.98736,17.41811943,15.19793034,14.18253994,14.29125023,15.83310032,16.85733032,17.47315979,18.61323929,18.64357948,17.26590919,16.68331909,15.98077011,14.8026104,13.62670994,14.12880993,13.70154953,14.2820797,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MNA,"Cumulative drop-out rate to the last grade of primary education, male (%)",Sub-continent (excluding high income),SE.PRM.DROP.MA.ZS,39.71966171,39.9960289,40.33462143,40.48807907,38.11320114,35.49237823,35.45183182,32.52695084,29.73026085,31.26156998,31.77511978,30.78735924,30.68239975,30.13293076,30.05514908,28.84129906,29.59070969,29.74014091,29.17544937,27.53153992,25.54187965,25.00155067,22.72710991,20.30950928,18.50996017,16.7237606,15.69589043,14.78623962,14.31556988,13.93962002,14.13027,15.47700024,16.66563988,16.3295002,18.13921928,18.15386009,16.96931076,16.31716919,15.76072025,14.6576004,12.71339035,13.56373024,13.14890003,13.65620995,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Capital expenditure as % of total expenditure in primary public institutions (%),Economic,UIS.XSPENDP.1.FDPUB.FNCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Cumulative drop-out rate to the last grade of primary education, female (%)",Economic,SE.PRM.DROP.FE.ZS,36.59617996,36.98841095,37.00175095,37.5145607,37.18848038,36.35232162,34.97803116,33.4733696,33.53044891,33.28778076,33.64171982,33.07817078,32.53863144,32.05155945,32.1557312,31.44116974,30.30809975,28.46570015,28.33757019,28.25200081,26.80616951,26.36306953,26.05812073,25.13285065,24.51169968,23.38895035,22.83522034,22.60214043,22.23298073,22.25713921,22.66867065,20.59667015,22.28848076,23.09684944,23.67185974,23.72963905,23.19062996,21.95519066,19.23323059,18.75457954,18.75938988,18.76523972,20.2643795,20.36916924,14.66687965,,,,,,,,,,,,,,,,,,,,
